id,이름,소재지주소,위도,경도
34,서창마디척정형외과의원,"인천광역시 남동구 서창남순환로216번길 12, 월드타워 3층 일부호 (서창동)",37.4235218,126.7485716
35,서창사랑내과의원,"인천광역시 남동구 서창남순환로216번길 12, 월드타워 3층 일부호 (서창동)",37.4235218,126.7485716
37,아가파의원,"인천광역시 남동구 서창남순환로216번길 12, 월드타워 204,205호 (서창동)",37.4235218,126.7485716
38,아이사랑소아청소년과의원,"인천광역시 남동구 서창남순환로216번길 12, 4층 405호 (서창동, 월드타워)",37.4235218,126.7485716
39,더웰내과의원,"인천광역시 남동구 서창남로 77, 메인프라자 5층 501~504호 (서창동)",37.4258932,126.7482477
41,한빛산부인과의원,"인천광역시 남동구 서창남로 77, 301,302호 (서창동)",37.4258932,126.7482477
43,아이마음어린이치과의원,"인천광역시 남동구 서창남로 81, 투엠프라자 4층 404-406호 (서창동)",37.4262867,126.7480493
44,연세이룸치과의원,"인천광역시 남동구 서창남로 81, 투엠프라자 4층 402, 403호 (서창동)",37.4262867,126.7480493
46,서울삼성치과의원,"인천광역시 남동구 장아산로 137, 서창중앙프라자 3층 (서창동)",37.4386067,126.7496138
49,서울한마음치과의원,"인천광역시 남동구 서창남순환로215번길 17, 4층 403호 (서창동, 마스타프라자)",37.4247276,126.7475898
51,서울스카이치과의원,"인천광역시 남동구 서창남순환로215번길 48, 5층 501호 (서창동)",37.4261816,126.7476057
52,연세짱소아청소년과의원,"인천광역시 남동구 서창남순환로215번길 48, 3층 304호 (서창동, 스카이플러스2)",37.4261816,126.7476057
53,연세짱이비인후과의원,"인천광역시 남동구 서창남순환로215번길 48, 3층 305,306호 (서창동, 스카이풀러스2)",37.4261816,126.7476057
54,미소하나치과의원,"인천광역시 남동구 매소홀로 1137, 3층 (서창동)",37.4385845,126.7491085
55,봄빛소아청소년과의원,"인천광역시 남동구 매소홀로 1137, 2층 (서창동)",37.4385845,126.7491085
56,서창내과의원,"인천광역시 남동구 매소홀로 1137, 2층 (서창동)",37.4385845,126.7491085
60,서창행복내과의원,"인천광역시 남동구 서창남순환로215번길 35, 5층 502~505호 (서창동, 승민프라자)",37.4254896,126.7470575
62,열린치과의원,"인천광역시 부평구 무네미로 446, 근로복지공단인천병원 (구산동)",37.4767018,126.7536333
65,연세푸른의원,"인천광역시 남동구 독곡로6번길 4, (서창동)",37.4379693,126.7468566
69,참편한가정의원,"인천광역시 남동구 서창남순환로 140, 더포레스트아파트상가동 2층 202,203,204호 (서창동, 더포레스트)",37.4279312,126.7436649
70,행복한치과의원,"인천광역시 남동구 청능대로718번길 7, 210호( 논현동, 소래풍림상가) (논현동, 소래마을풍림아파트)",37.4059465,126.7387199
72,소래사랑치과의원,"인천광역시 남동구 앵고개로 963, (논현동)",37.4036533,126.7370676
74,한물결의원,"인천광역시 남동구 포구로 64-35, 2층 (논현동)",37.4056873,126.7371101
79,아름드림치과의원,"인천광역시 남동구 청능대로718번길 31, 3층 (논현동)",37.4054838,126.7361977
82,연세소래메디칼의원,"인천광역시 남동구 포구로 75, 2,3,4층 (논현동, 송원빌딩)",37.4051294,126.7357593
91,김유진치과의원,"인천광역시 남동구 장승남로 62, 3층 (만수동, 기성빌딩)",37.4432753,126.7390276
92,강충구치과의원,"인천광역시 남동구 장승남로 61, (만수동)",37.4436635,126.7390452
95,정이가는내과의원,"인천광역시 남동구 장승남로 61, 인일프라자 502호 (만수동)",37.4436635,126.7390452
97,연세가정의원,"인천광역시 남동구 담방로 105, 상가701동 101호 (만수동, 만수주공7단지상가빌딩)",37.4501834,126.7400216
98,오치과의원,"인천광역시 남동구 담방로 105, 701동 209호, 210호 (만수동, 만수주공아파트)",37.4501834,126.7400216
100,소래미소치과의원,"인천광역시 남동구 앵고개로 928, 4층 407호 (논현동)",37.4017932,126.733912
103,서울의원,"인천광역시 남동구 포구로 96, 203호일부, 204호 (논현동, 주공A상가)",37.406606,126.7342925
104,본비뇨기과의원,"인천광역시 남동구 담방로 39, 302호 (만수동, 로얄프라자)",37.4431634,126.7385406
106,정준래치과의원,"인천광역시 남동구 담방로 39, (만수동)",37.4431634,126.7385406
108,프라임치과의원,"인천광역시 남동구 담방로 45, 201호 (만수동, 희망프라자)",37.4435813,126.7385704
109,서울바른정치과의원,"인천광역시 남동구 담방로47번길 2, 2층 (만수동)",37.4440336,126.7385894
111,Dr.송내과의원,"인천광역시 남동구 담방로 45, 301호 (만수동, 희망프라자)",37.4435813,126.7385704
113,바른삼성이비인후과의원,"인천광역시 남동구 담방로 45, 희망프라자 2층 201호일부호 (만수동)",37.4435813,126.7385704
115,윤병화정형외과의원,"인천광역시 남동구 담방로 45, (만수동)",37.4435813,126.7385704
116,바른이플란트치과의원,"인천광역시 남동구 장승남로 54, 301호 (만수동, 신영프라자)",37.4432158,126.7383068
117,송승용이비인후과의원,"인천광역시 남동구 장승남로 54, 3층 (만수동, 신영프라자)",37.4432158,126.7383068
120,더산뜻의원,"인천광역시 남동구 장승남로 51, 3층 (만수동)",37.4436366,126.7379031
121,서울참마취통증의학과의원,"인천광역시 남동구 장승남로 51, 5층 (만수동)",37.4436366,126.7379031
122,현대치과보철과치과의원,"인천광역시 남동구 장승남로 51, 6층 (만수동, 새한빌딩)",37.4436366,126.7379031
124,라이프치과의원,"인천광역시 부평구 일신로14번길 12, 진한빌딩 2층 (일신동)",37.4840984,126.7448574
125,우리가족치과의원,"인천광역시 남동구 장승남로 48, 2층 201호 (만수동)",37.4431655,126.7376353
127,이레마취통증의학과의원,"인천광역시 남동구 장승남로 46, 2층 일부호 (만수동)",37.4432587,126.7372585
128,이아름다운치과의원,"인천광역시 남동구 장승남로 46, 3층 (만수동, 조은메디칼)",37.4432587,126.7372585
130,명소아청소년과의원,"인천광역시 부평구 일신로14번길 24, (일신동)",37.4842153,126.7442859
131,조선호치과의원,"인천광역시 부평구 일신로14번길 24, (일신동)",37.4842153,126.7442859
133,남동성심의원,"인천광역시 남동구 장승로 41, 지하1층 일부호, 1층 101호 (만수동)",37.4453313,126.7372071
136,열린가정의원,"인천광역시 부평구 일신로14번길 34, (일신동)",37.4843265,126.743797
138,숨이편한치과의원,"인천광역시 남동구 장승남로 39, 다이아몬드프라자 3층 301호 (만수동)",37.4436396,126.7366189
139,더사랑소아청소년과의원,"인천광역시 남동구 장승남로 38, 반달프라자 3층 301호 (만수동)",37.4431887,126.7364244
141,예스메디칼의원,"인천광역시 남동구 장승남로 37, (만수동)",37.4436499,126.736418
143,인천나미본정형외과의원,"인천광역시 남동구 장승남로 37, 3층 (만수동)",37.4436499,126.736418
144,김형수치과의원,"인천광역시 남동구 장승남로 36, 304호 (만수동)",37.4431662,126.7362018
146,선린내과의원,"인천광역시 남동구 장승남로 36, (만수동)",37.4431662,126.7362018
147,동화치과의원,"인천광역시 남동구 장승남로 35, (만수동, 대영프라자 303호)",37.4436903,126.7362019
149,인천동진의원,"인천광역시 부평구 경인로1118번길 14-7, 2층 (일신동)",37.4847227,126.7432898
152,만수K정형외과의원,"인천광역시 남동구 장승남로33번길 9, 대동아파트상가 301일부호 (만수동)",37.4437617,126.7357689
153,창대치과의원,"인천광역시 남동구 장승로 25, 5동 202호 (만수동, 장승백이상가)",37.4457178,126.7357572
155,우리가정의원,"인천광역시 부평구 경인로1104번길 23, (일신동)",37.4845848,126.7421563
157,인천평화의료복지사회적협동조합평화의원,"인천광역시 부평구 경인로1104번길 15, 1층 (일신동)",37.484869,126.7421903
159,문형일치과의원,"인천광역시 부평구 경인로1104번길 6, (부개동)",37.4855597,126.7422469
164,만수푸른치과의원,"인천광역시 남동구 만수로 107, 2층 (만수동, 은성프라자)",37.4647314,126.7377092
165,한사랑의원,"인천광역시 남동구 만수로 107, 2층 (만수동, 은성프라자)",37.4647314,126.7377092
167,한사랑가정의원,"인천광역시 남동구 장승로 13-1, (만수동)",37.4463795,126.7346446
168,논현이편한치과의원,"인천광역시 남동구 소래역로 93, 201,202호 (논현동, 신영지웰아파트상가)",37.403779,126.7293175
170,제일메디칼의원,"인천광역시 남동구 만수로 78, 1~2층 전체호 (만수동)",37.4620967,126.7362266
171,도림이편한치과의원,"인천광역시 남동구 논고개로 337, 3층 (도림동, 명원빌딩)",37.4199044,126.7300535
172,우리가족의원,"인천광역시 남동구 논고개로 337, (도림동)",37.4199044,126.7300535
174,변영환치과의원,"인천광역시 부평구 수변로52번길 6, 가동 202호 (부개동, 부개성일쇼핑)",37.4907264,126.7414088
179,논현베스트정형외과의원,"인천광역시 남동구 논고개로 61, 라피에스타 505,506호 (논현동)",37.3975366,126.7275277
180,논현수의원,"인천광역시 남동구 논고개로 61, 라피에스타 4층 410호, 411호, 412호 (논현동)",37.3975366,126.7275277
181,논현탑내과의원,"인천광역시 남동구 논고개로 61, 4층 403호 (논현동, 라피에스타)",37.3975366,126.7275277
182,올바른신경외과의원,"인천광역시 남동구 논고개로 61, 라피에스타 4층 401호 (논현동)",37.3975366,126.7275277
183,튼튼소아청소년과의원,"인천광역시 남동구 논고개로 61, 4층 402호 (논현동, 라피에스타)",37.3975366,126.7275277
184,화이트펄치과의원,"인천광역시 남동구 논고개로 61, 404호 (논현동, 라피에스타)",37.3975366,126.7275277
185,우리내과의원,"인천광역시 남동구 인주대로 865, 3층 (만수동, 승창빌딩)",37.4486349,126.7336092
186,한마음산부인과의원,"인천광역시 남동구 인주대로 865, 2층 (만수동, 승창빌딩)",37.4486349,126.7336092
188,열린이비인후과의원,"인천광역시 남동구 에코중앙로156번길 5-23, 2층, 3층 (논현동)",37.3920898,126.72681
190,바른공감치과의원,"인천광역시 남동구 만수로 71, 내제1호동 3,4층 (만수동)",37.4618623,126.735439
191,연세차치과의원,"인천광역시 남동구 만수로 71, (만수동)",37.4618623,126.735439
193,인사랑내과의원,"인천광역시 남동구 에코중앙로156번길 5-12, 201호 (논현동, 효성빌딩)",37.3914311,126.7266607
194,참조은내과의원,"인천광역시 남동구 에코중앙로156번길 5-19, 2층 (논현동)",37.3918905,126.7266082
195,박재홍내과의원,"인천광역시 남동구 인주대로 861, (만수동)",37.4486273,126.7331572
197,에코올리브치과의원,"인천광역시 남동구 에코중앙로156번길 5-15, 2층 (논현동)",37.3918115,126.7265191
200,데이빗연세아르미안치과의원,"인천광역시 부평구 수변로 40-1, 1층~4층 (부개동, 송신빌딩)",37.4900657,126.7404778
202,정준가정의학과의원,"인천광역시 부평구 수변로 74, (부개동)",37.493152,126.741099
203,튼튼한연세치과의원,"인천광역시 부평구 수변로 74, 2층 201호 (부개동, 삼성아파트)",37.493152,126.741099
204,만수성심외과의원,"인천광역시 남동구 만수로 65, 2층 (만수동, 훈정빌딩)",37.4616093,126.7351239
208,늘푸른내과의원,"인천광역시 남동구 논고개로 325, 3층 (도림동, 명례빌딩)",37.4191998,126.7291126
209,도림열린치과의원,"인천광역시 남동구 논고개로 325, 201호 (도림동, 명례빌딩)",37.4191998,126.7291126
214,리앤아이산부인과의원,"인천광역시 남동구 논고개로 71, 301~303호,401~403호,503호일부호 (논현동, 가산타워 )",37.3980272,126.7268514
215,박현수정형외과의원,"인천광역시 부평구 수변로 8, 202,204,205,206호 (부개동, 파워프라자)",37.487237,126.7397241
216,에덴여성의원,"인천광역시 부평구 경인로 1078, (부개동)",37.486228,126.739521
217,연세이지치과의원,"인천광역시 부평구 수변로 8, 파워프라자 3층 303호 (부개동)",37.487237,126.7397241
219,인천평화의료복지사회적협동조합평화치과의원,"인천광역시 부평구 수변로 8, 203호 (부개동, 파워프라자)",37.487237,126.7397241
221,성모치과의원,"인천광역시 남동구 만수로 63, 302호 (만수동)",37.4614074,126.7348375
222,소화소아청소년과의원,"인천광역시 남동구 만수로 63, 303,304호 (만수동, 만수프라자)",37.4614074,126.7348375
225,한양재활의학과의원,"인천광역시 부평구 경인로 1076, (부개동)",37.4861329,126.739379
228,이삭가정의학과의원,"인천광역시 부평구 수변로 43, 코스모스빌딩 3층일부, 4층 (부개동)",37.4904757,126.7401534
230,바로나은정형외과의원,"인천광역시 남동구 논고개로 73, 5층 전체호 (논현동, 라움타워)",37.398259,126.7265621
231,센트럴이비인후과의원,"인천광역시 남동구 논고개로 73, 3층 301호 (논현동)",37.398259,126.7265621
233,부평센트럴치과의원,"인천광역시 부평구 부일로 87, 송신빌딩 4층 (부개동)",37.4889969,126.7397559
235,푸른가정의학과의원,"인천광역시 부평구 부일로 87, (부개동)",37.4889969,126.7397559
238,클린톡스의원,"인천광역시 남동구 논고개로 80, 나로프라자 2층 201호 (논현동)",37.3991926,126.7265383
239,퍼스트치과의원,"인천광역시 남동구 논고개로 80, 나로프라자 5층 (논현동)",37.3991926,126.7265383
240,화인마취통증의학과의원,"인천광역시 남동구 논고개로 80, (논현동, 나노프라자 401호)",37.3991926,126.7265383
241,정성욱치과의원,"인천광역시 부평구 동수로188번길 8, 2층 (부개동)",37.4859061,126.7389319
243,올플란트치과의원,"인천광역시 남동구 에코중앙로140번길 21, 희진빌딩 2층 (논현동)",37.3896687,126.7255686
244,정광수치과의원,"인천광역시 남동구 백범로124번길 7, 주공나동상가 205호 (만수동)",37.4555579,126.7333928
248,논현함박웃음치과의원,"인천광역시 남동구 논고개로 77, 403호 (논현동,에코타워)",37.3984464,126.726258
250,이샘별소아청소년과의원,"인천광역시 남동구 논고개로 77, 에코타워 203호 (논현동)",37.3984464,126.726258
251,해오름마취통증의학과의원,"인천광역시 남동구 에코중앙로 152, 3층, 4층 전체호 (논현동)",37.3908953,126.7256203
252,부개성심의원,"인천광역시 부평구 수변로107번길 58, 인왕빌딩 2층 (부개동)",37.4935743,126.7403689
256,탑치과의원,"인천광역시 남동구 백범로 123, 304호 (만수동, 상지프라자)",37.4546261,126.733158
258,다이아몬드치과의원,"인천광역시 남동구 논고개로 86, 3층 (논현동, 모아프라자)",37.399423,126.7262143
259,인천수치과의원,"인천광역시 남동구 만수서로 74, 4층 402호 (만수동, 새롬프라자)",37.4615881,126.7341885
263,모두병원,"인천광역시 남동구 논고개로 88, 외 논고개로90 3층호 (논현동, 지하1층전부,1층일부,2,3,4,5,6,7층전부)",37.3995689,126.7260052
265,연세준정신건강의학과의원,"인천광역시 남동구 논고개로 81, 501호 (논현동, 우리들메디타워)",37.3986866,126.7259041
266,신명치과의원,"인천광역시 남동구 소래로669번길 41, 2층 (만수동)",37.4498448,126.7320176
268,서울백내과의원,"인천광역시 계양구 동양로 103, 402호 (동양동)",37.5590223,126.7564953
272,만수연세정형외과의원,"인천광역시 남동구 만수로 47, 6층 ,703호704호 (만수동)",37.4605429,126.7335641
273,민비뇨기과의원,"인천광역시 남동구 만수로 47, 302호 (만수동)",37.4605429,126.7335641
274,박태용안과의원,"인천광역시 남동구 만수로 47, (만수동)",37.4605429,126.7335641
275,세란내과의원,"인천광역시 남동구 만수로 47, 2층 401호 (만수동)",37.4605429,126.7335641
276,유승원치과의원,"인천광역시 남동구 만수로 47, (만수동)",37.4605429,126.7335641
277,유태선이비인후과의원,"인천광역시 남동구 만수로 47, 402호 (만수동, 반도프라자)",37.4605429,126.7335641
280,연세세린치과의원,"인천광역시 남동구 백범로 132, (만수동, 만수프라자 201.202호)",37.4556401,126.7327375
282,서울에스(S)클래스치과의원,"인천광역시 남동구 논고개로 85, 6층 601,602호 (논현동)",37.3988828,126.7256448
283,찬솔외과의원,"인천광역시 남동구 논고개로 85, 503,504,505호 (논현동)",37.3988828,126.7256448
285,논현맑은의원,"인천광역시 남동구 앵고개로847번길 50, 302호 (논현동, 토브타워)",37.3983441,126.7255272
288,조내과의원,"인천광역시 남동구 만수로 45, (만수동)",37.4604603,126.7333546
289,동양수치과의원,"인천광역시 계양구 동양로 101, 302호 (동양동, 명일프라자)",37.5590162,126.7561503
291,우리들내과의원,"인천광역시 계양구 동양로 101, 3층 303호 (동양동, 명일프라자)",37.5590162,126.7561503
292,조은소아청소년과의원,"인천광역시 계양구 동양로 101, 404호 (동양동, 명일프라자)",37.5590162,126.7561503
293,탑이비인후과의원,"인천광역시 계양구 동양로 101, 304호 (동양동, 명일프라자)",37.5590162,126.7561503
296,박내과의원,"인천광역시 남동구 구월로 376, 201호 (만수동, 정은프라자)",37.4547188,126.7323252
297,삼성메트로정형외과의원,"인천광역시 남동구 구월로 376, 정은프라자 3층 301호 (만수동)",37.4547188,126.7323252
298,연세플러스소아청소년과의원,"인천광역시 남동구 청능대로 596, 논현홈플러스동 지하2층 L4호 (논현동)",37.4006203,126.7255593
300,전병원,"인천광역시 남동구 인주대로 845, 847, 하촌로 4-20동 (만수동, 신성빌딩)",37.4487154,126.7314086
302,선치과의원,"인천광역시 남동구 만수로 43, 3층 (만수동, 가야쇼핑)",37.4603252,126.7331894
304,홍피부과의원,"인천광역시 남동구 만수로 43, 4층 (만수동, 가양쇼핑)",37.4603252,126.7331894
305,논현새로운내과의원,"인천광역시 남동구 논고개로 87, 논현메디스타워 401,402,405,406.407호 (논현동)",37.3990976,126.7253283
307,연세위드치과의원,"인천광역시 남동구 논고개로 87, 논현메디스타워 2층, 3층 203호,204호,303호,304호호 (논현동)",37.3990976,126.7253283
310,현내과의원,"인천광역시 남동구 만수로 39, A동 3층 4호 (만수동, 만수쇼핑)",37.460093,126.7328958
311,더365치과의원,"인천광역시 남동구 만수서로 62, 306, 307호 (만수동)",37.4614272,126.7330584
312,더본마취통증의학과의원,"인천광역시 남동구 만수서로 62, JJ스타프라자 403,404,405,406호 (만수동)",37.4614272,126.7330584
314,한희연소아청소년과의원,"인천광역시 남동구 만수서로 62, 401,402호 (만수동)",37.4614272,126.7330584
315,딸기소아청소년과의원,"인천광역시 남동구 앵고개로847번길 64, 3층 302호 (논현동, 골든프라자)",37.3987467,126.7249452
317,박가정의학과의원,"인천광역시 부평구 동수로 168-1, 2,3층 (부개동)",37.4856902,126.7373308
318,부일치과의원,"인천광역시 부평구 동수로 168-1, 4층 (부개동, 승민빌딩)",37.4856902,126.7373308
319,메디엘내과의원,"인천광역시 남동구 구월로 368, 2층 (만수동)",37.4547732,126.7317576
320,유디논현치과의원,"인천광역시 남동구 청능대로 593, 신성프라자 7층 (논현동)",37.4015106,126.725051
322,보미퍼스트치과의원,"인천광역시 남동구 논고개로 93, 4층 405~411호 (논현동, 보미리즌텔)",37.3995195,126.7247976
323,수아로피부과의원,"인천광역시 남동구 논고개로 93, 307호일부~310호일부호 (논현동, 보미리즌텔)",37.3995195,126.7247976
325,엔치과의원,"인천광역시 남동구 만수서로 60, 302호 (만수동, 필러스프라자)",37.4614784,126.7326831
327,덕수치과의원,"인천광역시 부평구 부개로 14, (부개동, 주공6단지상가)",37.4988352,126.7398017
328,김찬식안과의원,"인천광역시 남동구 만수로37번길 8-8, (만수동)",37.4603351,126.7323917
331,해인치과의원,"인천광역시 부평구 부개로 58, 204호 (부개동, 한신상가)",37.5018395,126.7403818
332,허브치과의원,"인천광역시 남동구 만수로 31-1, 2층 (만수동)",37.459636,126.7321877
333,가로수정신건강의학과의원,"인천광역시 남동구 논고개로 114, 에이스타워 203호 (논현동)",37.4014468,126.7246687
334,논현연세정형외과의원,"인천광역시 남동구 논고개로 114, 에이스타워 6층 703호 (논현동)",37.4014468,126.7246687
335,메가비뇨의학과의원,"인천광역시 남동구 논고개로 114, 에이스타워 301,302호 (논현동)",37.4014468,126.7246687
336,서울플러스치과의원,"인천광역시 남동구 논고개로 114, 5층 501호 (논현동)",37.4014468,126.7246687
344,에코의원,"인천광역시 남동구 논고개로 101, 604호 (논현동, 아름다운타워)",37.4000007,126.7243667
345,연세웰키즈치과의원,"인천광역시 남동구 논고개로 101, 601호 (논현동, 아름다운타워)",37.4000007,126.7243667
346,연세정다운마취통증의학과의원,"인천광역시 남동구 논고개로 101, 아름다운타워 301-2호 (논현동)",37.4000007,126.7243667
347,이앤박이비인후과의원,"인천광역시 남동구 논고개로 101, 504호 (논현동, 아름다운타워)",37.4000007,126.7243667
348,이이비인후과의원,"인천광역시 남동구 만수로37번길 8-8, (만수동)",37.4603351,126.7323917
349,다나의원,"인천광역시 남동구 만수로 29-1, 2층 일부호 (만수동)",37.4595295,126.7319139
350,고치과의원,"인천광역시 남동구 만수서로 56, 301호 (만수동)",37.4614785,126.7321987
351,만수서울이비인후과의원,"인천광역시 남동구 만수서로 56, 203호 (만수동, 향촌빌딩)",37.4614785,126.7321987
352,연세수소아청소년과의원,"인천광역시 남동구 만수서로 56, 204호 (만수동)",37.4614785,126.7321987
353,향촌사랑내과의원,"인천광역시 남동구 만수서로 56, 303호 (만수동, 향촌메디칼)",37.4614785,126.7321987
355,논현고운이치과교정과치과의원,"인천광역시 남동구 논고개로 120, 701호 (논현동, 논현프라자)",37.402023,126.7244157
357,부개내과의원,"인천광역시 부평구 부개로 9, (부개동)",37.498367,126.7392071
361,새롬소아청소년과의원,"인천광역시 계양구 양지로 40, (동양동)",37.5621329,126.7554545
362,기분좋은치과의원,"인천광역시 계양구 양지로 25, (동양동)",37.5610647,126.7551143
363,미래의원,"인천광역시 부평구 영성로 42, 3층 (삼산동)",37.5197235,126.7438535
366,최은혜소아청소년과의원,"인천광역시 남동구 만수서로 52, 쓰리제이프라자 202호 일부호,203,204호, 3층 304호 (만수동)",37.4614552,126.7317473
367,휴먼치과의원,"인천광역시 남동구 만수서로 52, 쓰리제이프라자 302,303호 (만수동)",37.4614552,126.7317473
368,논현우리정형외과의원,"인천광역시 남동구 청능대로 583, 5층 일부호 (논현동, 중앙프라자)",37.401382,126.7239435
371,다비안치과의원,"인천광역시 남동구 청능대로 583, 402호 (논현동, 중앙프라자)",37.401382,126.7239435
372,지오피부과의원,"인천광역시 남동구 청능대로 583, 302,303호 (논현동, 중앙프라자)",37.401382,126.7239435
373,노블리안치과의원,"인천광역시 남동구 논고개로 117, 401호 (논현동, 메트로타워)",37.4016866,126.7238651
376,센텀정형외과의원,"인천광역시 남동구 논고개로 121, 에스닷몰 6층 (논현동)",37.4019437,126.7237705
377,아름다운모아치과의원,"인천광역시 남동구 논고개로 121, 5층 (논현동, 예스닷몰)",37.4019437,126.7237705
378,연세예소아청소년과의원,"인천광역시 남동구 논고개로 121, 301호 (논현동, 에스닷몰)",37.4019437,126.7237705
380,코아이비인후과의원,"인천광역시 남동구 논고개로 121, 401,403호 (논현동, 에스닷몰)",37.4019437,126.7237705
381,봄치과의원,"인천광역시 부평구 부개로 61-6, 204호 (부개동, 신성프라자)",37.5032882,126.7396102
382,논현서울안과의원,"인천광역시 남동구 청능대로 581, (논현동, 광성프라자701,702)",37.4012832,126.7235904
383,논현서울이비인후과의원,"인천광역시 남동구 청능대로 581, 광성프라자 2층 202,203호 (논현동)",37.4012832,126.7235904
384,논현손호균마취통증의학과의원,"인천광역시 남동구 청능대로 581, 602,603호 (논현동, 광성프라자)",37.4012832,126.7235904
385,논현신경과의원,"인천광역시 남동구 청능대로 581, 401호 (논현동, 광성프라자)",37.4012832,126.7235904
386,연세예피부과의원,"인천광역시 남동구 청능대로 581, 3층 일부호 (논현동, 광성프라자)",37.4012832,126.7235904
387,이미지치과의원,"인천광역시 남동구 청능대로 581, 402호 (논현동, 광성프라자)",37.4012832,126.7235904
391,김병철이비인후과의원,"인천광역시 부평구 길주남로 159, 303호 (부개동, 새롬프라자)",37.5039884,126.7396483
392,메디베베소아청소년과의원,"인천광역시 부평구 길주남로 159, 301호 (부개동, 새롬프라자)",37.5039884,126.7396483
393,세인트여성의원,"인천광역시 남동구 은봉로 309, 2층 (논현동, 논현프라자)",37.4059447,126.7239816
394,이-편한치과의원,"인천광역시 부평구 길주남로 159, 302호 (부개동, SR빌딩)",37.5039884,126.7396483
395,홍정표내과의원,"인천광역시 부평구 길주남로 159, 203,204호 (부개동)",37.5039884,126.7396483
397,소문난내과의원,"인천광역시 부평구 부개로 73, 2층 (부개동)",37.5042602,126.7396742
399,부개성누가의원,"인천광역시 부평구 길주남로 158, 3층 (부개동, 부개프라자빌딩)",37.5035857,126.7394035
400,부개연세치과의원,"인천광역시 부평구 길주남로 158, 302호,601호 (부개동, 부개프라자)",37.5035857,126.7394035
404,박소영소아청소년과의원,"인천광역시 부평구 길주남로 157, 303호 (부개동, 태성프라자)",37.5039991,126.7393501
408,미래연합가정의학과의원,"인천광역시 부평구 영성로 34, 2층 (삼산동)",37.519703,126.7430145
409,고은미의원,"인천광역시 남동구 논고개로123번길 17, 405호 (논현동, 아이플렉스)",37.4016809,126.7230659
410,논현아이성형외과의원,"인천광역시 남동구 논고개로123번길 17, 6층 606호 (논현동)",37.4016809,126.7230659
411,논현이이주내과의원,"인천광역시 남동구 논고개로123번길 17, 407~411호 (논현동, 아이플렉스)",37.4016809,126.7230659
412,닥터스마일치과의원,"인천광역시 남동구 논고개로123번길 17, 501호, 502호 (논현동, 아이플렉스)",37.4016809,126.7230659
413,라임비뇨기과의원,"인천광역시 남동구 논고개로123번길 17, 412호 (논현동, 아이플렉스)",37.4016809,126.7230659
