id,이름,소재지주소,위도,경도
72,중앙한의원,"서울특별시 송파구 마천로45길 7, 101호 (마천동)",37.4967896,127.1493996
73,강플러스내과의원,"서울특별시 송파구 마천로 295-1, 메디파크빌딩 2,3층 (마천동)",37.4962786,127.1491977
75,강동드림산부인과의원,"서울특별시 강동구 상일로12길 97, (상일제2동)",37.5568629,127.172652
76,김찬웅한의원,"서울특별시 송파구 마천로41길 15, 2층 (마천동)",37.4973126,127.1493917
78,서울천사치과의원,"서울특별시 송파구 마천로41길 15, 2층 (마천동)",37.4973126,127.1493917
79,마천한의원,"서울특별시 송파구 마천로41길 14, 1~3층 (마천동)",37.497007,127.1490732
80,굿본재활의학과의원,"서울특별시 송파구 위례광장로 230, 제상가3 제C동 2층 203,205,206호 (장지동, 위례2차아이파크)",37.4800734,127.1437404
82,위례별한의원,"서울특별시 송파구 위례광장로 230, 1층 B-112호 (장지동, 위례2차아이파크)",37.4800734,127.1437404
83,이루이비인후과의원,"서울특별시 송파구 위례광장로 230, C동 201,202호 (장지동, 위례2차아이파크)",37.4800734,127.1437404
85,미래안과의원,"서울특별시 송파구 마천로41길 9, 2층 (마천동)",37.497222,127.1487742
86,연세내과의원,"서울특별시 송파구 마천로41길 9, 3층 (마천동)",37.497222,127.1487742
88,스타키즈소아청소년과의원,"서울특별시 송파구 위례광장로 136, D동 201호 (장지동, 위례아이파크)",37.476495,127.1422214
89,위례별가정의학과의원,"서울특별시 송파구 위례광장로 136, 상가D동 202,203,204호 (장지동, 위례아이파크)",37.476495,127.1422214
90,위례중앙치과의원,"서울특별시 송파구 위례광장로 136, D-209,D-210호 (장지동, 위례아이파크)",37.476495,127.1422214
92,평강한의원,"서울특별시 송파구 위례광장로 136, 에비뉴상가 D동 205~206호 (장지동, 위례아이파크)",37.476495,127.1422214
93,강남챔피언정형외과의원,"서울특별시 송파구 오금로 525, 2~6층 (거여동)",37.4930833,127.1471218
95,마천우리신경과의원,"서울특별시 송파구 마천로41길 5, 자매빌딩 201호,202호 (마천동)",37.4973379,127.1481429
97,베스트연합의원,"서울특별시 송파구 마천로 281, 지하1층,1층 (마천동)",37.4971561,127.1480245
98,예흠소아청소년과의원,"서울특별시 강동구 아리수로97길 19, (강일동, 강일리버파크4단지아파트)",37.5670476,127.1760274
99,치아엔치과의원,"서울특별시 송파구 마천로 281, 2층 (마천동, 이한영빌딩)",37.4971561,127.1480245
101,위키소아청소년과의원,"서울특별시 송파구 위례광장로 200, (장지동, 에스비트램스퀘어)",37.4812025,127.1429237
102,삼성맑은내과의원,"서울특별시 송파구 오금로 519, 2층일부,3층 (거여동)",37.4931588,127.1465438
103,킴스의원,"서울특별시 송파구 오금로 518, 2~6층 (거여동)",37.4927985,127.1463662
104,더튼튼플란트치과의원,"서울특별시 송파구 마천로41길 1, 3층 (마천동)",37.4974251,127.1477889
106,임한준한의원,"서울특별시 송파구 마천로41길 1, 2층 (마천동)",37.4974251,127.1477889
107,강일서울산부인과의원,"서울특별시 강동구 아리수로 427, (강일동)",37.5649683,127.1746155
108,다온소아청소년과의원,"서울특별시 강동구 아리수로 427, 504호 (강일동)",37.5649683,127.1746155
109,더스킨피부과의원,"서울특별시 강동구 아리수로 427, 중앙프라자 2층 202호 (강일동)",37.5649683,127.1746155
110,삼대한의원,"서울특별시 강동구 아리수로 427, 5층 501호 (강일동)",37.5649683,127.1746155
111,서울더고운치과의원,"서울특별시 강동구 아리수로 427, 중앙프라자 403~404호 (강일동)",37.5649683,127.1746155
112,연세몸편한재활의학과의원,"서울특별시 강동구 아리수로 427, 중앙프라자 6층 (강일동)",37.5649683,127.1746155
113,위례선가정의학과의원,"서울특별시 송파구 위례광장로 199, 성희프라자 4층 404~405호 (장지동)",37.4817002,127.1427874
114,위례차차한의원,"서울특별시 송파구 위례광장로 199, 성희프라자 2층 201호 (장지동)",37.4817002,127.1427874
115,코끼리이비인후과의원,"서울특별시 강동구 아리수로 427, 603호 (강일동)",37.5649683,127.1746155
116,효재한의원,"서울특별시 송파구 오금로 516, (거여동)",37.4928173,127.1461745
117,연세스타치과의원,"서울특별시 송파구 위례광장로 188, 6층 613호 (장지동)",37.4810773,127.1424444
118,위례포에버의원,"서울특별시 송파구 위례광장로 188, 601~604,622~624호 (장지동, 아이온스퀘어)",37.4810773,127.1424444
119,위례해오름한의원,"서울특별시 송파구 위례광장로 188, 505,506,507호 (장지동, 아이온스퀘어)",37.4810773,127.1424444
120,밝은하루치과의원,"서울특별시 송파구 거마로 56, 2층 (거여동, 송파시그니처롯데캐슬)",37.4958289,127.1478304
121,우리스마트치과의원,"서울특별시 강동구 아리수로 421, 301호 (강일동)",37.5646372,127.1740839
123,강일성모내과의원,"서울특별시 강동구 아리수로93길 9, (강일동, 골드프라자 502)",37.5652473,127.1743685
124,이튼치과의원,"서울특별시 강동구 아리수로93길 9, 402,403호 (강일동, 골드프라자)",37.5652473,127.1743685
125,해맑은한의원,"서울특별시 강동구 아리수로93길 9, 501호 (강일동)",37.5652473,127.1743685
126,송파미소병원,"서울특별시 송파구 오금로 513, 위례빌딩 지하1~2층, 지상2~8층 (거여동)",37.4932277,127.1458927
127,삼성드림소아청소년과의원,"서울특별시 강동구 상일로 55, 고덕자이아파트상가동 201호 (상일동)",37.5523798,127.1708829
129,나율한의원,"서울특별시 송파구 위례광장로 193, 303호 (장지동)",37.4817473,127.1422043
130,위례봄치과의원,"서울특별시 송파구 위례광장로 193, 대길프라자 3층 (장지동)",37.4817473,127.1422043
131,위례소소아청소년과의원,"서울특별시 송파구 위례광장로 193, 3층 304호 (장지동, 대길프라자)",37.4817473,127.1422043
133,위례해솔정신건강의학과의원,"서울특별시 송파구 위례광장로 193, 대길프라자 604호 (장지동)",37.4817473,127.1422043
135,나라한의원,"서울특별시 송파구 오금로 512, 203호 (거여동, 쌍용아파트상가)",37.4928771,127.145538
136,아산본정형외과의원,"서울특별시 송파구 오금로 512, 2층 206호 (거여동, 거여역2차쌍용아파트)",37.4928771,127.145538
137,연세홈치과의원,"서울특별시 송파구 오금로 512, 2층 202호 (거여동, 쌍용상가)",37.4928771,127.145538
138,오렌지정형외과의원,"서울특별시 송파구 마천로 271, (마천동)",37.4978159,127.147132
139,최은희소아과의원,"서울특별시 송파구 오금로 512, (거여동, 2차쌍용APT상가 208호)",37.4928771,127.145538
141,송파구제한의원,"서울특별시 송파구 거마로 72, 2층 (마천동)",37.4990472,127.1473592
142,의료법인유투의료재단유투의원,"서울특별시 송파구 거마로 68, (마천동)",37.498818,127.1472826
143,네오플란트치과의원,"서울특별시 강동구 상일로 133, 2층 (고덕동)",37.5588922,127.1708593
145,마천경희한의원,"서울특별시 송파구 거마로 62, 효명빌딩 3층 302호 (마천동)",37.4984284,127.1470353
146,마천현대치과의원,"서울특별시 송파구 거마로 62, 효명빌딩 (마천동)",37.4984284,127.1470353
148,사랑안과의원,"서울특별시 송파구 거마로 62, 301호 (마천동)",37.4984284,127.1470353
149,서울이비인후과의원,"서울특별시 송파구 거마로 62, 효명빌딩 4층 (마천동)",37.4984284,127.1470353
150,연세정형외과의원,"서울특별시 송파구 거마로 62, (마천동, 효명빌딩)",37.4984284,127.1470353
151,둥지한의원,"서울특별시 송파구 거마로 60, 풍천빌딩 2층 (마천동)",37.4982069,127.1469515
153,고덕아이온소아치과치과의원,"서울특별시 강동구 고덕로 399, 메가스퀘어상가동 229~230호 (고덕동, 고덕센트럴푸르지오)",37.5577308,127.1701747
154,금단미인한의원,"서울특별시 강동구 고덕로 399, B124호 (고덕동, 고덕센트럴푸르지오)",37.5577308,127.1701747
155,서울더편한치과의원,"서울특별시 강동구 고덕로 399, 메가스퀘어상가동 2층 206~207호 (고덕동, 고덕센트럴푸르지오)",37.5577308,127.1701747
156,서울정의원,"서울특별시 강동구 고덕로 399, 1동 216호 (고덕동, 고덕센트럴푸르지오)",37.5577308,127.1701747
157,센트럴성모치과의원,"서울특별시 강동구 고덕로 399, 메가스퀘어상가동 227~228호 (고덕동, 고덕센트럴푸르지오)",37.5577308,127.1701747
161,진플러스치과의원,"서울특별시 강동구 아리수로93길 27, (강일동)",37.5656316,127.1738307
162,김기우내과의원,"서울특별시 송파구 오금로 507, (거여동, 2층)",37.4932394,127.1451931
163,노바피부과의원,"서울특별시 송파구 오금로 507, 5층 (거여동)",37.4932394,127.1451931
165,서울플러스치과의원,"서울특별시 송파구 오금로 507, 2층 (거여동)",37.4932394,127.1451931
166,연세SM피부과의원,"서울특별시 송파구  오금로 507, (거여동)",37.4932394,127.1451931
167,이브여성의원,"서울특별시 송파구 오금로 507, (거여동, 거여빌딩 401호)",37.4932394,127.1451931
168,참마취통증의학과의원,"서울특별시 송파구 오금로 507, 4층 402호 (거여동, 거여빌딩)",37.4932394,127.1451931
169,삼성항외과의원,"서울특별시 송파구 오금로 508, (거여동, 2층)",37.4928695,127.1450623
171,우비뇨기과의원,"서울특별시 송파구 오금로 508, (거여동, 3층)",37.4928695,127.1450623
172,거여연세치과의원,"서울특별시 송파구 오금로 506, 4층 (거여동, 일동빌딩)",37.4929177,127.1449346
173,그랜드피부과의원,"서울특별시 송파구 오금로 506, (거여동, 일동빌딩 5층)",37.4929177,127.1449346
174,하나의원,"서울특별시 송파구 오금로 506, (거여동, 3층)",37.4929177,127.1449346
175,아미치과의원,"서울특별시 송파구 거마로 28, 2층 201호 (거여동)",37.4954206,127.1457022
176,아산선가정의학과의원,"서울특별시 송파구 거마로 28, 301호 (거여동)",37.4954206,127.1457022
180,서울강안과의원,"서울특별시 송파구 오금로 505, (거여동, 201호)",37.4932219,127.1449105
181,서울아산샘내과의원,"서울특별시 송파구 오금로 505, 상호빌딩 4층 401호,402호 (거여동)",37.4932219,127.1449105
182,연세재활의학과의원,"서울특별시 송파구 오금로 505, 2층 (거여동, 상호빌딩)",37.4932219,127.1449105
183,이조은치과의원,"서울특별시 송파구 오금로 505, 3층 (거여동)",37.4932219,127.1449105
184,연세우주아이정치과의원,"서울특별시 강동구 아리수로93길 33, 베스트프라자 301호 (강일동)",37.5659078,127.1735545
185,연세우주치과의원,"서울특별시 강동구 아리수로93길 33, 베스트프라자 4층 1,2호 (강일동)",37.5659078,127.1735545
186,위례양치과의원,"서울특별시 송파구 위례송파로 77, 603 604호 (거여동)",37.4854429,127.142453
187,굿플란트치과의원,"서울특별시 송파구 거마로 4, 4,5,6층 (거여동)[*미고시]",37.4933543,127.14486
188,연세하늘안과의원,"서울특별시 송파구 거마로 4, 굿플란트빌딩 2층 (거여동)",37.4933543,127.14486
189,유이비인후과의원,"서울특별시 송파구 거마로 4, 굿플란트빌딩 3층 (거여동)",37.4933543,127.14486
191,서울송파한의원,"서울특별시 송파구 거마로 12, 상형빌딩 3층 (거여동)",37.493911,127.1450199
192,경희홍한의원,"서울특별시 송파구 오금로 504, 하나빌딩 (거여동)",37.4928623,127.1446697
193,김학원소아과의원,"서울특별시 송파구 오금로 504, (거여동)",37.4928623,127.1446697
194,신재식마취통증의학과의원,"서울특별시 송파구 오금로 504, (거여동)",37.4928623,127.1446697
195,우리치과의원,"서울특별시 송파구 오금로 504, 4층 (거여동, 경원빌딩)",37.4928623,127.1446697
196,유당한의원,"서울특별시 송파구 오금로 504, 2층 (거여동, 하나메디칼크리닉빌딩)",37.4928623,127.1446697
197,정비뇨의학과의원,"서울특별시 송파구 오금로 504, 하나빌딩 3층 (거여동)",37.4928623,127.1446697
198,거여서울치과의원,"서울특별시 송파구 거마로 55, 2층 (거여동)",37.4978579,127.1462713
199,강지혜소아청소년과의원,"서울특별시 송파구 거마로 61, 401호 (마천동, 한스어반타워)",37.4984957,127.146426
200,마천서울내과의원,"서울특별시 송파구 거마로 61, 강동중앙의원 2층 (마천동)",37.4984957,127.146426
201,송파다인치과의원,"서울특별시 송파구 거마로 61, 402호 (마천동, 한스어반타워)",37.4984957,127.146426
202,송파민이비인후과의원,"서울특별시 송파구 거마로 61, 301호 (마천동)",37.4984957,127.146426
204,차두천마취통증의학과의원,"서울특별시 송파구 거마로 61, 강동중앙의원 302호 (마천동)",37.4984957,127.146426
205,거여경희한의원,"서울특별시 송파구 양산로 42, 2층 (거여동, 성보빌딩)",37.4926414,127.1445023
206,김철우내과의원,"서울특별시 송파구 양산로 42, (거여동, 2층)",37.4926414,127.1445023
207,서울안과의원,"서울특별시 송파구 양산로 42, 3층 (거여동)",37.4926414,127.1445023
208,성모행복정신건강의학과의원,"서울특별시 송파구 양산로 42, 성보빌딩 3층 (거여동)",37.4926414,127.1445023
209,코코이비인후과의원,"서울특별시 송파구 양산로 42, 4층 (거여동)",37.4926414,127.1445023
211,서울열린치과의원,"서울특별시 송파구 양산로 38, 5층 (거여동)",37.4921392,127.1443242
212,화인신경외과의원,"서울특별시 송파구 양산로 38, 2,3층 (거여동)",37.4921392,127.1443242
213,동네치과의원,"서울특별시 송파구 마천로 263, 4층 (마천동)",37.4983502,127.1463078
214,경희진심한의원,"서울특별시 송파구 양산로 12, 세신거여훼미리타운 201~204호 (거여동)",37.4899347,127.1435829
216,아산현소아청소년과의원,"서울특별시 송파구 양산로 12, (거여동, 거여세신훼미리타운)",37.4899347,127.1435829
217,뉴서울정형외과의원,"서울특별시 송파구 거마로 49, 초림빌딩 (거여동)",37.4975194,127.1459982
218,고영근비뇨기과의원,"서울특별시 송파구 마천로 264, 4층 (거여동, 흥일빌딩)",37.4980924,127.1461657
219,단단치과의원,"서울특별시 송파구 양산로 40, 드림빌딩 3층 (거여동)",37.492405,127.1444021
220,바른몸재활의학과의원,"서울특별시 송파구 양산로 40, 401,501호 (거여동)",37.492405,127.1444021
222,서울더좋은치과의원,"서울특별시 송파구 마천로 264, 흥일빌딩 2층 (거여동)",37.4980924,127.1461657
223,송파365한의원,"서울특별시 송파구 마천로 264, 흥일빌딩 301호 (거여동)",37.4980924,127.1461657
224,인성정신건강의학과의원,"서울특별시 송파구 마천로 264, 4층 (거여동, 흥일빌딩)",37.4980924,127.1461657
225,행복한서내과의원,"서울특별시 송파구 마천로 264, 2층 3호 (거여동, 흥일빌딩)",37.4980924,127.1461657
226,높은덕치과의원,"서울특별시 강동구 고덕로 390, 고덕아르테온아파트(상가1동) 205,206,207호 (상일동)",37.5566264,127.1687802
228,문앤장내과의원,"서울특별시 강동구 고덕로 390, 고덕아르테온아파트(상가1동) 2층 209,211,212호 (상일제1동)",37.5566264,127.1687802
229,강일바른내과의원,"서울특별시 강동구 아리수로93나길 80, 성산타워2 405~410호 (강일동)",37.5725546,127.1762408
230,비안채한의원,"서울특별시 강동구 아리수로93나길 80, 성산타워2 201호 (강일동)",37.5725546,127.1762408
232,온빛치과의원,"서울특별시 강동구 아리수로93나길 80, 성산타워2 3층 (강일동)",37.5725546,127.1762408
233,강동김안과의원,"서울특별시 강동구 고덕로 391, (고덕동)",37.5572185,127.1689885
234,고덕정형외과의원,"서울특별시 강동구 고덕로 391, 2,3층 (고덕동)",37.5572185,127.1689885
235,고덕편한내과의원,"서울특별시 강동구 고덕로 391, 4층 (고덕동)",37.5572185,127.1689885
236,라임의원,"서울특별시 강동구 고덕로 391, 7층 (고덕동)",37.5572185,127.1689885
237,본이비인후과의원,"서울특별시 강동구 고덕로 391, 5층 (고덕동)",37.5572185,127.1689885
239,안녕소아청소년과의원,"서울특별시 강동구 고덕로 391, 8층 (고덕동)",37.5572185,127.1689885
240,황승하치과의원,"서울특별시 강동구 고덕로 391, (고덕동)",37.5572185,127.1689885
241,365다시재한방병원,"서울특별시 송파구 위례서로 248, 3층 일부, 4층 (거여동)",37.4866428,127.1422629
242,미래로치과의원,"서울특별시 송파구 위례서로 248, 세계로병원 2층 202~203호 (거여동)",37.4866428,127.1422629
243,서울세계로병원,"서울특별시 송파구 위례서로 248, 지하1층, 5~12층 (거여동)",37.4866428,127.1422629
245,연세수피아산부인과의원,"서울특별시 송파구 위례서로 248, 301~302호 (거여동)",37.4866428,127.1422629
246,조외과의원,"서울특별시 송파구 마천로 262, (거여동)",37.4981819,127.145848
248,엄주명산부인과의원,"서울특별시 강동구 고덕로83길 6, 2층 (고덕동)",37.5574053,127.1689424
250,유퍼스트이비인후과의원,"서울특별시 송파구 위례서로 234, 207~211호 (거여동)",37.4855311,127.1417988
251,이아소치과의원,"서울특별시 송파구 위례서로 234, 2층 213~216호 (거여동)",37.4855311,127.1417988
252,경희한의원,"서울특별시 강동구 고덕로83길 12, 2층 (고덕동)",37.5575836,127.1689327
253,마디로한의원,"서울특별시 송파구 오금로 500, 동양빌딩 3층 (거여동)",37.4928711,127.1440246
254,아트플란트치과의원,"서울특별시 송파구 오금로 500, 동양빌딩 5층 (거여동)",37.4928711,127.1440246
255,양성한의원,"서울특별시 송파구 오금로 497, 2층 (거여동)",37.4934867,127.1442011
256,정경철치과의원,"서울특별시 송파구 오금로 497, 2층 (거여동)",37.4934867,127.1442011
257,김상곤내과의원,"서울특별시 강동구 고덕로83길 14, (고덕동)",37.55775,127.1689299
260,연세두드림정형외과의원,"서울특별시 강동구 아리수로93나길 66, 2층일부,3층 (강일동)",37.5723922,127.1756074
261,고덕성심소아청소년과의원,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 2층 202호 (상일동)",37.5564806,127.1681333
262,모두의한의원,"서울특별시 강동구 고덕로 380, 고덕아르테온(근린생활시설-2) 2동 207호 (상일동)",37.5564806,127.1681333
263,바른손치과의원,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 2층 203호,204호 (상일제1동)",37.5564806,127.1681333
266,서울열린치과의원,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 208호 (상일동)",37.5564806,127.1681333
267,고덕연세365소아청소년과의원,"서울특별시 강동구 고덕로80길 123, 고덕센트럴아이파크아파트(상가A동) 2층 201-203호, 205호, 209호 (상일동)",37.5509309,127.165596
269,센트럴조은치과의원,"서울특별시 강동구 고덕로80길 123, 고덕센트럴아이파크아파트(상가A동) A동 3층 303~305호 (상일제1동)",37.5509309,127.165596
270,해맑은소아청소년과의원,"서울특별시 강동구 고덕로83길 26, 백두쇼핑센타 201호 (고덕동)",37.5582549,127.1688416
271,상일정형외과의원,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 3층 301~303,310~312호 (고덕동)",37.5573672,127.1684125
272,서울바르디치과의원,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트 상가4동 201-204호 (고덕동)",37.5573672,127.1684125
274,천지인한의원,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 3층 306~309호 (고덕동)",37.5573672,127.1684125
275,타임리스피부과의원,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 4층 401~407호 (고덕동)",37.5573672,127.1684125
276,하늘빛연세안과의원,"서울특별시 강동구 고덕로 385, 고덕그라시움(제4상가) 4층 410~412호 (고덕동)",37.5573672,127.1684125
277,송파구보건지소,"서울특별시 송파구 양산로 5, (거여동, 송파구 보건지소)",37.4897832,127.1425733
278,사회복지법인주몽재활의원,"서울특별시 강동구 상암로 369, (상일제1동)",37.5461988,127.1633757
279,송파원정형외과의원,"서울특별시 송파구 오금로 493, 드래곤월드 3,4,5층 (거여동)",37.4936609,127.1437006
281,서울아산내과의원,"서울특별시 강동구 아리수로93나길 60, 골드프라자 4층 403,404,405호 (강일동)",37.5722862,127.1751791
283,비타민소아청소년과의원,"서울특별시 강동구 아리수로93나길 54, 경서프라자 4층 401,402호 (강일동)",37.5722002,127.174853
285,경희동주한의원,"서울특별시 강동구 아리수로93나길 50, MK프라자 4층 403호 (강일동)",37.5720997,127.174498
286,늘바른치과의원,"서울특별시 강동구 아리수로93나길 50, MK프라자 302호 (강일동)",37.5720997,127.174498
288,푸른이비인후과의원,"서울특별시 강동구 아리수로93나길 50, MK프라자 401~402호 (강일동)",37.5720997,127.174498
289,송파새희망요양병원,"서울특별시 송파구 오금로 488, 삼원빌딩 (거여동)",37.4934675,127.1429318
290,강일동녘치과의원,"서울특별시 강동구 아리수로93나길 38, 아이메디컬 310호 (강일동)",37.5719496,127.1739317
292,삼성튼튼마디의원,"서울특별시 강동구 아리수로93나길 38, 아이메디컬 3층 301~305, 307~308호 (강일동)",37.5719496,127.1739317
293,선율한의원,"서울특별시 강동구 아리수로93나길 38, 아이메디컬 2층 210호 (강일동)",37.5719496,127.1739317
294,한울치과보철과치과의원,"서울특별시 강동구 아리수로93나길 38, 아이메디컬 201-202호 (강일동)",37.5719496,127.1739317
296,사랑플러스치과의원,"서울특별시 송파구 마천로 240, (마천동, 5층)",37.4995396,127.1440529
297,상생의터한의원,"서울특별시 송파구 마천로 240, 301호 (마천동)",37.4995396,127.1440529
300,강일경희한의원,"서울특별시 강동구 아리수로93나길 26, 성산타워 3층 301~303호 (강일동)",37.5717707,127.1733282
301,강일연세이비인후과의원,"서울특별시 강동구 아리수로93나길 26, 성산타워 3층 304,305호 (강일동)",37.5717707,127.1733282
302,고운누리소아청소년과의원,"서울특별시 강동구 아리수로93나길 26, 성산타워 4층 401,402호 (강일동)",37.5717707,127.1733282
303,바로콕마취통증의학과의원,"서울특별시 강동구 아리수로93나길 26, 성산타워 403-405호 (강일동)",37.5717707,127.1733282
304,연세센트럴치과의원,"서울특별시 강동구 아리수로93나길 26, 성산타워 203~206호 (강일동)",37.5717707,127.1733282
305,송파그랜드요양병원,"서울특별시 송파구 마천로 238, 윤진프라자타워 (마천동)",37.4996465,127.1437825
306,더사랑요양병원,"서울특별시 송파구 마천로 227, 보은빌딩 (마천동)",37.5005435,127.14321
307,경희바른정한의원,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 3층 304,305,306호 (고덕동)",37.5571351,127.1645103
